NumFeatures,Word,LenWord
2616,D IH JH AH T AH L,7
2616,D IH JH IH T AH L,7
2080,D IH G N AH F AY D,8
1780,D IH G N AH F AY,7
2896,D IH G N AH T EH R IY,9
2144,D IH G N AH T IY,7
1288,D AY G R EH S,6
2240,D AY G R EH SH AH N,8
372,D AY K,3
4030,D AH L AE P AH D EY T IH D,11
1232,D AY L EY T,5
2184,D AY L EY SH AH N,7
2896,D IH L AH T AO R IY,8
1600,D IH L EH M AH,6
2872,D IH L AH JH AH N S,8
2872,D IH L IH JH AH N S,8
2872,D IH L IH JH AH N T,8
568,D IH L,3
1338,D AY L UW T,5
1592,D IH L UW T,5
2346,D AY L UW SH AH N,7
2600,D IH L UW SH AH N,7
424,D IH M,3
318,D AY M,3
2384,D IH M EH N SH AH N,8
3224,D IH M EH N SH AH N AH L,10
1944,D IH M IH N IH SH,7
3072,D IH M AH N UW SH AH N,9
2984,D IH M IH N Y AH T IH V,10
1256,D IH M P AH L,6
568,D IH N,3
1344,D IH N AA R,5
426,D AY N,3
744,D IH NG IY,4
1256,D IH NG G AH L,6
948,D IH NG G OW,5
1472,D IH N JH IY,5
912,D IH NG K IY,5
1016,D IH N ER,4
2230,D AY N AH S AO R,7
1016,D IH N T,4
2856,D AY AA S AH S AH N,8
1904,D AY AH S IY Z,6
1904,D AY AH S AH S,6
496,D IH P,3
2432,D IH F TH IH R IY AH,8
1877,D IH P L OW M AH,7
2733,D IH P L OW M AH S IY,9
2016,D IH P L AH M AE T,8
2840,D IH P L AH M AE T IH K,10
372,D AY R,3
480,D AY ER,3
1392,D ER EH K T,5
1344,D AY R EH K T,6
1552,D IH R EH K T,6
2232,D ER EH K SH AH N,7
2184,D AY R EH K SH IH N,8
2392,D IH R EH K SH IH N,8
3072,D ER EH K SH AH N AH L,9
3024,D AY R EH K SH IH N AH L,10
3232,D IH R EH K SH IH N AH L,10
2160,D ER EH K T IH V,7
2112,D AY R EH K T IH V,8
2320,D IH R EH K T IH V,8
1792,D ER EH K T ER,6
1744,D AY R EH K T ER,7
1952,D IH R EH K T ER,7
2816,D ER EH K T ER AH T,8
2768,D AY R EH K T ER AH T,9
2976,D IH R EH K T ER AH T,9
2304,D ER EH K T ER IY,7
2256,D AY R EH K T ER IY,8
2464,D IH R EH K T ER IY,8
640,D ER JH,3
496,D ER K,3
640,D ER T,3
1152,D ER T IY,4
2550,D IH S AH P OY N T,8
2496,D IH Z AE S T ER,7
3136,D IH Z AE S T R AH S,9
1792,D IH S B ER S,6
1008,D IH S K,4
2064,D IH S K AA R D,7
1592,D IH S ER N,5
3096,D IH S ER N AH B AH L,9
1928,D IH S AY P AH L,7
4592,D IH S IH P L IH N EH R IY AH N,13
3752,D IH S AH P L AH N EH R IY,11
2592,D IH S AH P L AH N,8
2250,D IH S K L OW Z,7
2818,D IH S K L OW ZH ER,8
1446,D IH S K OW,5
2196,D IH S K AO R D,7
3484,D IH S K AO R D AH N T,10
2832,D IH S K OW T EH K,8
1892,D IH S K AW N T,7
1892,D IH S K AW N T,7
2304,D IH S K ER IH JH,7
2196,D IH S K AO R S,7
2464,D IH S K AH V ER IY,8
2256,D IH S K AH V R IY,8
2256,D IH S K AH V R IY,8
1984,D IH S K R IY T,7
3504,D IH S K R EH P AH N S IY,11
1984,D IH S K R IY T,7
2936,D IH S K R EH SH AH N,9
4096,D IH S K R EH SH AH N EH R IY,12
3336,D IH S K R IH M AH N EY T,11
4288,D IH S K R IH M AH N EY SH AH N,13
4760,D IH S K R IH M AH N AH T AO R IY,14
2672,D IH S K ER S IH V,8
1792,D IH S K AH S,6
1792,D IH S K AH S,6
2744,D IH S K AH SH AH N,8
2104,D IH S D EY N,6
1664,D IH Z IY Z,5
2304,D IH S G AH S T,7
640,D IH SH,3
3840,D IH S IH N T AH G R EY T,11
4792,D IH S IH N T AH G R EY SH AH N,13
4296,D IH S IH N AH G R EY SH AH N,12
1552,D IH Z M AH L,6
1256,D IH S M EY,5
1600,D IH S M IH S,6
2552,D IH S M IH S AH L,8
2464,D IH S P EH R IH JH,8
2304,D IH S P ER IH T,7
2464,D IH S P EH R IH T,8
2976,D IH S P EH R AH T IY,9
1688,D IH S P AE CH,6
1736,D IH S P EH L,6
3152,D IH S P EH N S ER IY,9
4104,D IH S P AH N S EY SH AH N,11
2184,D IH S P EH N S,7
2744,D IH S P ER S AH L,8
1792,D IH S P ER S,6
2744,D IH S P ER ZH AH N,8
2144,D IH S P L EY S,7
1688,D IH S P L EY,6
2904,D IH S P OW Z AH L,8
1896,D IH S P OW Z,6
3768,D IH S P AH Z IH SH AH N,10
2076,D IH S P Y UW T,7
2064,D IH S R AH P T,7
2904,D IH S R AH P SH AH N,9
2832,D IH S R AH P T IH V,9
1632,D AY S EH K T,6
2472,D AY S EH K SH AH N,8
2472,D AY S EH K SH AH N,8
2280,D IH S EH M B AH L,8
2968,D IH S EH M AH N EY T,9
3920,D IH S EH M AH N EY SH AH N,11
2936,D IH S EH N SH AH N,8
2040,D IH S EH N T,6
3640,D IH S ER T EY SH AH N,9
3064,D IH S AH D IH N S,8
3064,D IH S AH D IH N T,8
2304,D IH S AH P EY T,7
3328,D IH S AH P EY T IH D,9
3256,D IH S IH P EY SH AH N,9
3392,D IH S OW S IY EY T,8
4344,D IH S OW S IY EY SH AH N,10
3624,D IH S AH L UW SH AH N,9
1914,D IH Z AA L V,6
2880,D IH S AH N AH N S,8
2880,D IH S AH N AH N T,8
1984,D IH S W EY D,6
2104,D IH S T AH L,6
2552,D IH S T AH N S,7
2552,D IH S T AH N T,7
2552,D IH S T EH N D,7
2104,D IH S T IH L,6
3960,D IH S T AH L EY SH AH N,10
2448,D IH S T IH NG K T,8
3288,D IH S T IH NG K SH AH N,10
3216,D IH S T IH NG K T IH V,10
3218,D IH S T IH NG G W IH SH,10
2576,D IH S T AO R T,7
3416,D IH S T AO R SH AH N,9
2444,D IH S T R AE K T,8
3356,D IH S T R AE K T AH D,10
3356,D IH S T R AE K T IH D,10
3284,D IH S T R AE K SH AH N,10
2408,D IH S T R AO T,7
2304,D IH S T R EH S,7
3260,D IH S T R IH B Y UW T,10
4268,D IH S T R AH B Y UW SH AH N,12
4196,D IH S T R IH B Y UW T IH V,12
3680,D IH S T R IH B Y AH T ER,11
2576,D IH S T R IH K T,8
2032,D IH S T ER B,6
3208,D IH S T ER B AH N S,9
640,D IH CH,3
1152,D IH DH ER,4
1224,D IH T OW,4
1152,D IH T IY,4
1664,D AY ER N AH L,6
1127,D IH V AE N,5
372,D AY V,3
1280,D IH V ER JH,5
2472,D AY V ER JH AH N S,8
2680,D IH V ER JH AH N S,8
2472,D AY V ER JH AH N T,8
2680,D IH V ER JH AH N T,8
1072,D AY V ER S,5
1280,D IH V ER S,5
4360,D AY V ER S AH F AH K EY SH AH N,13
4568,D IH V ER S AH F AH K EY SH AH N,13
2228,D AY V ER S AH F AY,8
2436,D IH V ER S AH F AY,8
2024,D AY V ER ZH AH N,7
2232,D IH V ER ZH AH N,7
3184,D AY V ER ZH AH N EH R IY,10
3392,D IH V ER ZH AH N EH R IY,10
2816,D IH V ER S AH T IY,8
2816,D IH V ER S IH T IY,8
2608,D AY V ER S AH T IY,8
2608,D AY V ER S IH T IY,8
1072,D AY V ER T,5
1280,D IH V ER T,5
1072,D IH V AY D,5
2680,D IH V IH D EH N D,8
3080,D IH V AH N EY SH AH N,9
1030,D IH V AY N,5
2640,D IH V IH N AH T IY,8
2888,D IH V IH Z AH B AH L,9
2232,D IH V IH ZH AH N,7
1840,D IH V AY S IH V,7
1472,D IH V AY Z ER,6
1684,D IH V AO R S,6
2084,D AH V AO R S IY,7
2084,D AH V AO R S EY,7
1672,D IH V AH L JH,6
1464,D AY V AH L JH,6
1280,D IH K S IY,5
1152,D IH Z IY,4
1952,JH IH B UW T IY,6
144,D UW,2
1224,D AA B IH N,5
496,D AA K,3
1592,D AA S AH L,5
3008,D AA S IH L AH T IY,8
496,D AA K,3
880,D AA K ER,4
1280,D AA K AH T,5
1280,D AA K T ER,5
1384,D AO K T ER,5
2232,D AA K T ER AH L,7
2304,D AA K T ER AH T,7
2672,D AA K T R AH N EH R,9
2736,D AA K T R AH N AH L,9
1896,D AA K T R AH N,7
2336,D AO K T ER IH N,7
2368,D AA K Y AH M EH N T,9
2474,D AA K Y UW M EH N T,9
3336,D AA K Y AH M EH N T ER IY,11
2824,D AA K Y AH M EH N ER IY,10
3442,D AA K Y UW M EH N T ER IY,11
2930,D AA K Y UW M EH N ER IY,10
4288,D AA K Y AH M EH N T EY SH AH N,13
4394,D AA K Y UW M EH N T EY SH AH N,13
640,D AA JH,3
1152,D AA JH ER,4
1368,D OW D OW,4
144,D OW,2
558,D UW R,3
558,D AO F,3
558,D AO G,3
720,D OW JH,3
1720,D AA G ER AH L,6
2058,D AA G M AE T IH K,8
2144,D AO G M AE T IH K,8
896,D OY L IY,4
639,D OW L,3
568,D AA L,3
1016,D AA L ER,4
1136,D AO L ER,4
1344,D AA L AH P,5
1016,D AA L IY,4
1576,D AA L F AH N,6
1128,D OW M EY N,5
477,D OW M,3
2480,D AH M EH S T IH K,8
3264,D AH M EH S T AH K EY T,10
4216,D AH M EH S T AH K EY SH AH N,12
4248,D OW M EH S T IH S AH T IY,11
2328,D AA M AH N AH N S,8
2328,D AA M AH N AH N T,8
1944,D AA M AH N EY T,7
2896,D AA M AH N EY SH AH N,9
1816,D AA M AH N IH R,7
1816,D AA M AH N IH K,7
2200,D AH M IH N IH K AH,8
2544,D AH M IH N AH K AH N,9
2048,D AH M IH N Y AH N,8
568,D AA N,3
1592,D OW N EY T,5
2544,D OW N EY SH AH N,7
568,D AH N,3
912,D AA NG K IY,5
990,D AO NG K IY,5
1136,D OW N ER,4
1728,D UW D AH L,5
477,D UW M,3
558,D AO R,3
558,D OW P,3
984,D OW P IY,4
1272,D AO R IH K,5
804,D AO R M,4
1798,D AO R M AH N T,7
1054,D AO R M ER,5
2822,D AO R M AH T AO R IY,9
1824,D AO R S AH L,6
984,D AO R IY,4
1800,D OW S AH JH,5
1800,D OW S IH JH,5
720,D OW S,3
720,D AO S,3
1800,D AO S IY EY,5
640,D AA T,3
1152,D AA T IY,4
1224,D AH B AH L,5
480,D AW T,3
720,D UW SH,3
144,D OW,2
1288,D AO T IY,4
480,D AW ER,3
372,D AW R,3
480,D AW S,3
496,D AH V,3
558,D OW V,3
1392,D AW AH JH ER,5
880,D AW D IY,4
824,D AW AH L,4
372,D AW R,3
426,D AW N,3
672,D AW R IY,4
3136,D AA K S AA L AH JH IY,9
952,D OY IH N,4
720,D OW Z,3
1592,D AH Z AH N,5
588,D R AY V,4
1280,D AA K T ER,5
678,D R AE B,4
1126,D R AE K M AH,6
2986,D R EY K OW N IY AH N,9
2986,D R AH K OW N IY AH N,9
1020,D R AE F T,5
678,D R AE G,4
1020,D R AE G IY,5
1364,D R AE G AH N,6
824,D R EY N,4
1728,D R EY N AH JH,6
1728,D R EY N IH JH,6
768,D R EY K,4
629,D R AE M,4
1029,D IY R AE M,5
1032,D R AA M AH,5
2112,D R AH M AE T IH K,8
2912,D R AA M AH T IH S T,9
4258,D R AE M AH T AH Z EY SH AH N,12
2128,D R AA M AH T AY Z,8
2010,D R AE M AH T AY Z,8
768,D R EY P,4
1552,D R EY P ER IY,6
2112,D R AE S T IH K,7
1020,D R AE F T,5
534,D R AO,3
858,D R AO R,4
921,D R AO L,4
921,D R AO N,4
480,D R EY,3
880,D R EH D,4
1904,D R EH D IH D,6
712,D R IY M,4
1032,D R IY M ER,5
1152,D R IH R IY,5
880,D R EH JH,4
1272,D R EH N CH,5
880,D R EH S,4
1392,D R EH S ER,5
1496,D R IH B AH L,6
1152,D R IH F T,5
824,D R IH L,4
942,D R IH NG K,5
768,D R IH P,4
588,D R AY V,4
1496,D R IH V AH L,6
1832,D R IH Z AH L,6
858,D R OW G,4
921,D R OW L,4
2640,D R AA M AH D EH R IY,9
921,D R OW N,4
921,D R UW L,4
858,D R UW P,4
768,D R AA P,4
858,D R AO P,4
1904,D R AA P L AH T,7
1552,D R AA P S IY,6
984,D R AO S,4
672,D R AW T,4
858,D R OW V,4
1284,D R OW V ER,5
630,D R AW N,4
1072,D R AW Z IY,5
768,D R AH B,4
880,D R AH JH,4
1904,D R AH JH ER IY,6
768,D R AH G,4
2064,D R AH G IH S T,7
1552,D R UW IH D,5
712,D R AH M,4
1032,D R AH M ER,5
942,D R AH NG K,5
1600,D R AH NG K ER D,7
1544,D R AH NG K AH N,7
372,D R AY,3
1208,D UW AH L,4
639,D UW L,3
496,D AH B,3
1896,D UW B IY AH S,6
1328,D UW K AH L,5
720,D UW S,3
1664,D AH CH AH S,5
1152,D AH CH IY,4
496,D AH K,3
880,D AH K T,4
640,D AH D,3
720,D UW D,3
1592,D AH JH AH N,5
144,D UW,2
1208,D UW AH L,4
1288,D UW EH T,4
496,D AH F,3
1224,D AH F AH L,5
880,D AH F ER,4
496,D AH G,3
558,D UW K,3
1984,D AH L S AH T,6
2088,D AH L S IH M ER,7
568,D AH L,3
424,D AH M,3
744,D AH M IY,4
654,D AH M P,4
912,D AH M P ER,5
1490,D AH M P L IH NG,7
568,D AH N,3
639,D UW N,3
424,D AH NG,3
1912,D AH N JH AH N,6
654,D AH NG K,4
801,D UW OW,3
3080,D UW AA D AH N AH L,8
2952,D UW AA D AH N AH M,8
558,D UW P,3
1986,D UW P L EH K S,7
2386,D UW P L AH K AH T,8
2386,D UW P L AH K EY T,8
3266,D UW P L IH S IH T IY,9
2000,D UH R AH B AH L,7
1384,D UH R EH S,5
1216,D UH R IH NG,5
936,D ER IH NG,4
1008,D AH S K,4
1152,D AH S T,4
640,D AH CH,3
1288,D UW T IY,4
1298,D W AO R F,5
952,D W EH L,4
2296,D W IH N D AH L,7
96,D AY,2
1491,D AY N AE M IH K,7
2512,D AY N AH M IH Z AH M,9
1528,D AY N AH M AY T,7
2462,D AY N AE S T IH K,8
2256,D AY N AH S T IY,7
3248,D IH S AH N T EH R IY,9
3152,D IH S L EH K S IY AH,9
3008,D IH S L EH K S IH K,9
2576,D IH S T R AH F IY,8
8,IY,1
128,IY CH,2
480,IY G ER,3
824,IY G AH L,4
96,IY R,2
96,IH R,2
112,ER L,2
2040,ER L IY AH S T,6
560,ER L IY,3
112,ER N,2
128,ER TH,2
1080,ER TH AH N,4
1016,ER TH L IY,4
128,IY Z,2
1080,IY Z AH L,4
640,IY S T,3
1152,IY S T ER,4
1592,IY S T ER N,5
640,IY Z IY,3
128,IY T,2
96,EH B,2
1272,EH B AH N IY,5
2412,IH B UH L Y AH N S,8
2280,IH B AH L Y AH N T,8
2768,IH K S EH N T R IH K,9
2768,EH K S EH N T R IH K,9
4416,EH K S AH N T R IH S AH T IY,12
3968,IH K L IY Z IY AE S T IH K,11
4696,IH K L IY Z IY AE S T IH K AH L,13
1920,EH SH AH L AA N,6
534,EH K OW,3
2256,IH K L EH K T IH K,8
1488,IH K L IH P S,6
1488,AH K L IH P S,6
1488,IY K L IH P S,6
2256,IH K L IH P T IH K,8
3336,EH K AH L AA JH IH K AH L,10
3264,IH K AA L AH JH IH S T,9
3264,IY K AA L AH JH IH S T,9
2240,IH K AA L AH JH IY,7
2240,IY K AA L AH JH IY,7
2104,EH K AH N AA M IH K,8
2104,IY K AH N AA M IH K,8
2832,EH K AH N AA M IH K AH L,10
2832,IY K AH N AA M IH K AH L,10
2712,IH K AA N AH M IH S T,9
2712,IY K AA N AH M IH S T,9
2024,IH K AA N AH M AY Z,8
2024,IY K AA N AH M AY Z,8
1856,IH K AA N AH M IY,7
1856,IY K AA N AH M IY,7
3384,IY K OW S IH S T AH M,9
714,EH K R UW,4
2416,EH K S T AH S IY,7
2592,EH K S T AE T IH K,8
2230,EH K W AH D AO R,7
3496,EH K W AH D AO R IY AH N,10
3130,EH K Y UW M EH N IH K AH L,11
1496,EH K S AH M AH,6
936,IY D AH M,4
640,EH D IY,3
1948,EY D AH L V AY S,7
1080,IY D AH N,4
128,EH JH,2
1736,EH D AH B AH L,6
1392,IY D IH K T,5
3416,EH D AH F AH K EY SH AH N,10
1792,EH D AH F AH S,6
1284,EH D AH F AY,5
1152,EH D AH T,4
2104,AH D IH SH AH N,6
2104,IH D IH SH AH N,6
1664,EH D AH T ER,5
1664,EH D IH T ER,5
3416,EH D AH T AO R IY AH L,9
1792,EH JH AH K EY T,6
2816,EH JH AH K EY T AH D,8
2744,EH JH AH K EY SH AH N,8
3584,EH JH AH K EY SH AH N AH L,10
2304,EH JH AH K EY T ER,7
96,IY G,2
112,IY L,2
480,IH R IY,3
880,IH F EY S,4
1152,IH F EH K T,5
1152,IY F EH K T,5
1152,AH F EH K T,5
1920,IH F EH K T IH V,7
1920,IY F EH K T IH V,7
2232,IY F EH M IH N AH T,8
2952,EH F ER V EH S AH N T,9
880,EH F IY T,4
2576,EH F AH K EY SH AH S,8
1904,EH F IH K AE S IY,7
2736,IH F IH SH AH N S IY,8
2280,IH F IH SH AH N T,7
1392,EH F IH JH IY,5
2274,EH F L UW AH N T,7
880,EH F ER T,4
2432,IH F R AH N T ER IY,8
2100,EH F Y UW S IH V,7
3686,IH G AE L AH T EH R IY AH N,11
96,EH G,2
1194,EH G N AO G,5
534,IY G OW,3
3440,IY G OW S EH N T R IH K,10
2360,IY G OW IH Z AH M,7
2712,IY G AH T IH Z AH M,8
2416,IY G AH T IH S T,7
4024,IY G AH T IH S T IH K AH L,11
2096,IH G R IY JH AH S,7
1072,IH G R EH S,5
1392,IY JH AH P T,5
1392,IY JH IH P T,5
2232,IH JH IH P SH AH N,7
128,EY T,2
1528,EY T IY N TH,5
640,EY T TH,3
128,EY TH,2
1664,EY T IY IH TH,5
640,EY T IY,3
640,IY DH ER,3
496,AY DH ER,3
2818,IH JH AE K Y UW L EY T,9
3770,IY JH AE K Y UW L EY SH AH N,11
1392,IH JH EH K T,5
2232,IH JH EH K SH AH N,7
112,EH L,2
1730,IH L AE B R AH T,7
2038,IH L AE B ER EY T,7
2990,IH L AE B ER EY SH AH N,9
952,IY L AH N,4
1400,IY L AH N D,5
1126,IH L AE P S,5
2232,IH L AE S T IH K,7
3912,IY L AE S T IH S AH T IY,10
1016,IH L EY T,4
2040,IH L EY T AH D,6
2040,IH L EY T IH D,6
1968,IH L EY SH AH N,6
1016,EH L D ER,4
2040,EH L D AH S T,6
1272,IH L EH K T,5
2112,IH L EH K SH AH N,7
2888,IH L EH K SH AH N IH R,9
2040,IH L EH K T IH V,7
2624,IH L EH K T ER AH L,8
2696,IH L EH K T ER AH T,8
2344,IH L EH K T R IH T,8
1944,IH L EH K T R AH,7
2232,IH L EH K T R IH K,8
2960,IH L EH K T R IH K AH L,10
3296,IH L EH K T R IH SH AH N,10
3880,IH L EH K T R IH S AH T IY,11
4640,IH L EH K T R AH F IH K EY SH AH N,14
2508,IH L EH K T R AH F AY,9
3300,IH L EH K T R AH K Y UW T,11
4308,IH L EH K T R AH K Y UW SH AH N,13
2448,IH L EH K T R OW D,8
4216,IH L EH K T R AA L AH S AH S,12
3881,IH L EH K T R OW M AE G N AH T,13
4761,IH L EH K T R OW M AE G N EH T IH K,15
2288,IH L EH K T R AA N,8
3064,IH L EH K T R AA N IH K,10
3368,IH L EH K T R AH P L EY T,11
2064,EH L AH G AH N S,7
2064,EH L AH G AH N T,7
1528,EH L AH JH IY,5
1888,EH L AH M AH N T,7
2784,EH L AH M EH N T AH L,9
2600,EH L AH M EH N T R IY,9
2064,EH L AH F AH N T,7
4200,EH L IH F AH N T AY AH S IH S,12
2814,EH L AH F AE N T IY N,9
1672,EH L AH V EY T,6
2696,EH L AH V EY T IH D,8
2624,EH L AH V EY SH AH N,8
2184,EH L AH V EY T ER,7
1616,IH L EH V AH N,6
1616,IY L EH V AH N,6
2064,IH L EH V AH N TH,7
2064,IY L EH V AH N TH,7
434,EH L F,3
1120,EH L F IH N,5
2040,IH L IH S IH T,6
4040,EH L IH JH AH B IH L IH T IY,11
2624,EH L AH JH AH B AH L,8
2624,EH L IH JH AH B AH L,8
2344,IH L IH M AH N EY T,8
3296,IH L IH M AH N EY SH AH N,10
1016,IH L IY T,4
1016,EY L IY T,4
2848,EH L IH T IH Z AH M,8
2552,EY L IY T IH S T,7
2552,IH L IY T IH S T,7
1672,IH L IH K S ER,6
2680,IH L IH Z AH B AH TH,8
2680,IH L IH Z AH B IH TH,8
3632,EH L IH Z AH B IY TH AH N,10
434,EH L K,3
1272,IH L IH P S,5
2768,IH L IH P T IH K AH L,9
371,EH L M,3
2964,EH L AH K Y UW SH AH N,9
1833,IH L AO NG G EY T,7
2785,IY L AO NG G EY SH AH N,9
992,IH L OW P,4
2408,EH L AH K W AH N S,8
2408,EH L AH K W AH N T,8
560,EH L S,3
3240,IH L UW S AH D EY T,8
1136,IH L UW D,4
2072,IH L UW S IH V,6
2336,IH L IH Z IY AH M,7
2280,IH M EY SH IY EY T,7
2552,EH M AH N EY SH AH N,8
2621,IH M AE N S AH P EY T,9
3573,IH M AE N S AH P EY SH AH N,11
2942,AH M AE S K Y UW L IH T,10
2942,AH M AE S K Y UW L EY T,10
800,EH M B AA M,5
2084,EH M B AE NG K M AH N T,10
1474,EH M B AA R G OW,7
1132,EH M B AA R K,6
1132,IH M B AA R K,6
2784,EH M B AA R K EY SH AH N,10
1640,IH M B EH R AH S,7
1480,EH M B AH S IY,6
968,IH M B EH D,5
1816,IH M B EH L IH SH,7
568,EH M B ER,4
1920,IH M B EH Z AH L,7
1480,EH M B IH T ER,6
2290,EH M B L EY Z AH N,8
1146,EH M B L AH M,6
2546,EH M B L AH M AE T IH K,10
2840,EH M B AA D IY M AH N T,10
1480,IH M B AA D IY,6
2384,EH M B OW L D AH N,8
2752,EH M B OW L IH Z AH M,9
1054,IH M B AO S,5
1196,EH M B R EY S,6
1196,IH M B R EY S,6
1560,IH M B R OY D ER,7
2072,EH M B R OY D ER IY,8
1055,EH M B R OY L,6
2412,EH M B R IY AA N IH K,9
744,IH M ER JH,4
744,IY M ER JH,4
2144,IH M ER JH AH N S,7
2144,IY M ER JH AH N S,7
2600,IH M ER JH AH N S IY,8
2144,IH M ER JH AH N T,7
2144,IY M ER JH AH N T,7
2456,IH M EH R AH T AH S,8
744,EH M ER IY,4
1624,IH M EH T IH K,6
2016,EH M AH G R AH N T,8
1624,EH M AH G R EY T,7
2576,EH M AH G R EY SH AH N,9
1224,EH M AH G R EY,6
1984,EH M AH N AH N S,7
1984,EH M AH N AH N T,7
648,IH M IH R,4
648,EY M IH R,4
1256,EH M ER AH T,5
1256,EH M ER EY T,5
2008,EH M AH S EH R IY,7
1696,IH M IH SH AH N,6
744,IH M IH T,4
1840,IH M OW SH AH N,6
1840,IY M OW SH AH N,6
2680,IH M OW SH AH N AH L,8
2680,IY M OW SH AH N AH L,8
4392,IH M OW SH AH N AH L IH Z AH M,12
1768,IH M OW T IH V,6
1768,IY M OW T IH V,6
1480,EH M P AH TH IY,6
968,EH M P ER ER,5
1992,EH M F AH S AH S,7
1992,EH M F AH S IH S,7
1720,EH M F AH S AY Z,7
1706,EH M F AE T IH K,7
2096,EH M F AH Z IY M AH,8
796,EH M P AY ER,5
2256,EH M P IH R IH K AH L,9
3472,EH M P IH R AH S IH Z AH M,11
3176,IH M P IH R AH S AH S T,10
833,EH M P L OY,5
833,IH M P L OY,5
2050,EH M P AO R IY AH M,8
796,IH M P AW ER,5
1196,EH M P R EH S,6
968,EH M P T IY,5
604,IY M Y UW,4
1816,EH M Y AH L EY T,7
2768,EH M Y AH L EY SH AH N,9
2040,IH M AH L SH AH N,7
1616,EH N EY B AH L,6
1616,IH N EY B AH L,6
1126,IH N AE K T,5
1309,IH N AE M AH L,6
1136,IH N K AE M P,6
3066,EH N K AE P S AH L EY T,10
1176,EH N K EY S,5
3688,EH N S EH F AH L AY T AH S,11
1736,EH N CH AE N T,6
2112,EH N S ER K AH L,7
1406,AA N K L EY V,6
1406,EH N K L EY V,6
1640,IH N K L OW Z,6
2208,EH N K L OW ZH ER,7
2208,IH N K L OW ZH ER,7
1274,EH N K OW D,5
1896,EH N K AH M P AH S,8
1148,AA N K AO R,5
1744,IH N K AW N T ER,7
1288,IH N K AW N ER,6
1688,EH N K ER IH JH,6
1688,IH N K ER AH JH,6
1472,IH N K R OW CH,6
1892,EH N K R AH S T,7
1496,EH N K AH M B ER,7
3120,EH N S IH K L IH K AH L,10
3908,IH N S AY K L AH P IY D IY AH,12
4040,IH N S AY K L OW P IY D IY AH,12
3764,IH N S AY K L AH P IY D IH K,12
3896,IH N S AY K L OW P IY D IH K,12
560,EH N D,3
2360,EH N D EY N JH ER,7
1768,IH N D EH V ER,6
1880,EH N D EH M IH K,7
1384,EH N D IH V,5
2274,EH N D OW K R AY N,8
1920,EH N D AO R S,6
888,EH N D AW,4
2416,EH N D ER AH N S,7
1494,IH N D UH R,5
1144,EH N AH M AH,5
1144,EH N AH M IY,5
2920,EH N ER JH EH T IH K,8
1768,EH N ER JH AY Z,6
1528,EH N ER JH IY,5
1792,EH N F IY B AH L,7
1708,IH N F OW L D,6
1574,EH N F AO R S,6
2350,IH N F R AE N CH AY Z,9
1176,EH N G EY JH,5
2360,EH N JH EH N D ER,7
2360,IH N JH EH N D ER,7
1456,EH N JH AH N,5
1456,IH N JH AH N,5
1338,IH NG G L IH SH,6
1112,IH NG L IH SH,5
1268,IH N G R EY V,6
1472,IH N G R OW S,6
1442,IH N G AH L F,6
1428,EH N HH AE N S,6
1360,IH N IH G M AH,6
2450,EH N IH G M AE T IH K,9
1337,EH N JH OY N,5
1337,IH N JH OY N,5
952,EH N JH OY,4
952,IH N JH OY,4
1608,EH N L AA R JH,6
1608,IH N L AA R JH,6
1966,EH N L AY T AH N,7
1864,EH N L IH S T,6
1674,EH N L AY V AH N,7
1000,EH N M EH SH,5
1512,EH N M AH T IY,6
1512,EH N M IH T IY,6
1762,IH N OW B AH L,6
1136,EH N UW IY,4
2344,IH N AO R M AH T IY,8
2344,IY N AO R M AH T IY,8
1832,IH N AO R M AH S,7
1832,IH N AO R M IH S,7
1832,IY N AO R M AH S,7
1832,IY N AO R M IH S,7
888,IH N AH F,4
888,IY N AH F,4
1176,EH N R EY JH,5
1722,EH N R AE P CH ER,7
1176,EH N R IH CH,5
1176,IH N R IH CH,5
2064,IH N S K AA N S,7
2144,AA N S AA M B AH L,8
1422,EH N SH R AY N,6
1464,IH N SH R AW D,6
1456,EH N S AH N,5
1728,EH N S L EY V,6
1728,IH N S N EH R,6
1080,IH N S UW,4
1494,EH N SH UH R,5
1494,IH N SH UH R,5
1456,EH N T EY L,5
2018,EH N T AE NG G AH L,8
1016,EH N T ER,4
560,EH N ER,3
2176,EH N T ER P R AY Z,8
1680,EH N ER P R AY Z,7
2480,EH N T ER T EY N,7
1968,EH N ER T EY N,6
1713,EH N TH R AO L,6
1656,IH N TH UW Z,5
3864,IH N TH UW Z IY AE Z AH M,10
3568,EH N TH UW Z IY AE S T,9
4448,IH N TH UW Z IY AE S T IH K,11
1272,IH N T AY S,5
1272,IH N T AY ER,5
2184,IH N T AY ER T IY,7
2112,EH N T AY T AH L,7
2112,IH N T AY T AH L,7
3400,EH N T AY T AH L M AH N T,11
2040,EH N T AH T IY,6
2040,EH N T IH T IY,6
1413,EH N T UW M,5
4368,EH N T AH M AA L AH JH AH S T,12
3344,EH N T AH M AA L AH JH IY,10
2320,AA N T UH R AA ZH,7
2040,AA N T ER AA ZH,6
2064,EH N T R AH N S,7
2064,EH N T R AH N T,7
1470,IH N T R AE P,6
2184,EH N T R IY T IY,7
1272,AA N T R EY,5
2064,EH N T R EH N CH,7
2928,AA N T R AH P R AH N ER,10
3360,AA N T R AH P R AH N UH R,11
4336,AA N T R AH P R AH N ER IY AH L,13
